count,time,location_odometry_pos_x,location_odometry_pos_y,location_odometry_pos_z,location_odometry_roll,location_odometry_pitch,location_odometry_yaw
0,0,17.713354072406784,7.695455317912701,0,0,0,0.0
1,500,2.7133540724067853,17.695455317912714,0,0,0,0.0
2,1000,25.213354072406784,27.69545531791271,0,0,0,0.0
3,1500,10.213354072406785,4.362121984579375,0,0,0,0.0
4,2000,21.463354072406784,14.362121984579368,0,0,0,0.0
5,2500,6.463354072406785,24.362121984579375,0,0,0,0.0
6,3000,28.963354072406784,1.028788651246041,0,0,0,0.0
7,3500,15.838354072406785,21.028788651246046,0,0,0,0.0
8,4000,0.8383540724067851,9.917677540134925,0,0,0,0.0
9,4500,8.338354072406785,29.91767754013493,0,0,0,0.0
10,5000,19.588354072406784,6.584344206801596,0,0,0,0.0
11,5500,4.588354072406785,16.5843442068016,0,0,0,0.0
12,6000,27.088354072406784,26.584344206801596,0,0,0,0.0
13,6500,18.650854072406784,13.251010873468257,0,0,0,0.0
14,7000,26.150854072406784,8.806566429023812,0,0,0,0.0
15,7500,11.150854072406785,18.80656642902382,0,0,0,0.0
16,8000,22.400854072406784,28.80656642902382,0,0,0,0.0
17,8500,7.400854072406785,5.473233095690485,0,0,0,0.0
18,9000,29.900854072406784,15.47323309569049,0,0,0,0.0
19,9500,14.900854072406785,25.473233095690485,0,0,0,0.0
20,10000,16.775854072406784,2.1398997623571527,0,0,0,0.0
21,10500,9.275854072406785,7.325084947542337,0,0,0,0.0
22,11000,20.525854072406784,17.325084947542344,0,0,0,0.0
23,11500,5.525854072406785,27.325084947542344,0,0,0,0.0
24,12000,13.025854072406785,13.991751614208997,0,0,0,0.0
25,12500,2.2446040724067853,0.6584182808756708,0,0,0,0.0
26,13000,24.744604072406784,10.658418280875665,0,0,0,0.0
27,13500,20.994604072406784,9.547307169764553,0,0,0,0.0
28,14000,28.494604072406784,29.54730716976456,0,0,0,0.0
29,14500,13.494604072406785,6.213973836431226,0,0,0,0.0
30,15000,15.369604072406785,16.21397383643123,0,0,0,0.0
31,15500,0.36960407240678506,26.213973836431226,0,0,0,0.0
32,16000,22.869604072406784,2.880640503097893,0,0,0,0.0
33,16500,7.869604072406785,12.880640503097887,0,0,0,0.0
34,17000,19.119604072406784,22.880640503097897,0,0,0,0.0
35,17500,4.119604072406785,8.436196058653442,0,0,0,0.0
36,18000,26.619604072406784,18.436196058653454,0,0,0,0.0
37,18500,3.1821040724067853,15.102862725320119,0,0,0,0.0
38,19000,25.682104072406784,25.102862725320115,0,0,0,0.0
39,19500,10.682104072406785,1.7695293919867816,0,0,0,0.0
40,20000,6.932104072406785,21.769529391986786,0,0,0,0.0
41,20500,29.432104072406784,6.954714577171967,0,0,0,0.0
42,21000,1.307104072406785,3.621381243838634,0,0,0,0.0
43,21500,23.807104072406784,13.621381243838627,0,0,0,0.0
44,22000,8.807104072406785,23.621381243838634,0,0,0,0.0
45,22500,20.057104072406784,0.2880479105053004,0,0,0,0.0
46,23000,12.557104072406785,9.176936799394182,0,0,0,0.0
47,23500,17.478979072406784,19.176936799394195,0,0,0,0.0
48,24000,2.4789790724067853,29.17693679939419,0,0,0,0.0
49,24500,21.228979072406784,25.843603466060856,0,0,0,0.0
50,25000,6.228979072406785,2.510270132727523,0,0,0,0.0
51,25500,28.728979072406784,12.510270132727516,0,0,0,0.0
52,26000,13.728979072406785,22.510270132727527,0,0,0,0.0
53,26500,0.6039790724067851,18.06582568828308,0,0,0,0.0
54,27000,23.103979072406784,28.06582568828308,0,0,0,0.0
55,27500,19.353979072406784,14.732492354949738,0,0,0,0.0
56,28000,4.353979072406785,24.732492354949745,0,0,0,0.0
57,28500,26.853979072406784,1.3991590216164114,0,0,0,0.0
58,29000,3.4164790724067853,7.448541737665794,0,0,0,0.0
59,29500,25.916479072406784,17.4485417376658,0,0,0,0.0
60,30000,10.916479072406785,27.4485417376658,0,0,0,0.0
61,30500,29.666479072406784,24.115208404332463,0,0,0,0.0
62,31000,14.666479072406785,0.7818750709991276,0,0,0,0.0
63,31500,16.541479072406784,10.78187507099912,0,0,0,0.0
64,32000,9.041479072406785,19.67076395988802,0,0,0,0.0
65,32500,20.291479072406784,29.67076395988802,0,0,0,0.0
66,33000,5.291479072406785,6.337430626554683,0,0,0,0.0
67,33500,2.0102290724067853,13.004097293221342,0,0,0,0.0
68,34000,24.510229072406784,23.004097293221353,0,0,0,0.0
69,34500,9.510229072406785,8.5596528487769,0,0,0,0.0
70,35000,20.760229072406784,18.55965284877691,0,0,0,0.0
71,35500,5.760229072406785,28.559652848776906,0,0,0,0.0
72,36000,28.260229072406784,5.226319515443572,0,0,0,0.0
73,36500,2.9477290724067853,23.744838033962093,0,0,0,0.0
74,37000,25.447729072406784,0.41150470062875716,0,0,0,0.0
75,37500,10.447729072406785,10.41150470062875,0,0,0,0.0
76,38000,21.697729072406784,20.41150470062876,0,0,0,0.0
77,38500,6.697729072406785,9.30039358951764,0,0,0,0.0
78,39000,29.197729072406784,19.30039358951765,0,0,0,0.0
79,39500,14.197729072406785,29.300393589517647,0,0,0,0.0
80,40000,8.572729072406785,2.63372692285098,0,0,0,0.0
81,40500,17.596166572406784,28.18928247840654,0,0,0,0.0
82,41000,2.5961665724067853,4.855949145073202,0,0,0,0.0
83,41500,25.096166572406784,14.855949145073195,0,0,0,0.0
84,42000,6.346166572406785,11.522615811739861,0,0,0,0.0
85,42500,18.533666572406784,8.93002321914727,0,0,0,0.0
86,43000,26.033666572406784,28.93002321914728,0,0,0,0.0
87,43500,14.783666572406785,12.263356552480602,0,0,0,0.0
88,44000,16.658666572406784,22.263356552480612,0,0,0,0.0
89,44500,9.158666572406785,27.818912108036166,0,0,0,0.0
90,45000,20.408666572406784,4.485578774702831,0,0,0,0.0
91,45500,5.408666572406785,14.485578774702825,0,0,0,0.0
92,46000,27.908666572406784,24.48557877470283,0,0,0,0.0
93,46500,24.627416572406784,7.571998527789244,0,0,0,0.0
94,47000,20.877416572406784,27.571998527789255,0,0,0,0.0
95,47500,22.752416572406784,20.905331861122587,0,0,0,0.0
96,48000,19.002416572406784,19.79422075001148,0,0,0,0.0
97,48500,26.502416572406784,6.4608874166781405,0,0,0,0.0
98,49000,11.502416572406785,16.460887416678144,0,0,0,0.0
99,49500,25.564916572406784,13.1275540833448,0,0,0,0.0
100,50000,10.564916572406785,23.127554083344812,0,0,0,0.0
101,50500,6.814916572406785,18.683109638900365,0,0,0,0.0
102,51000,14.314916572406785,5.349776305567029,0,0,0,0.0
103,51500,8.689916572406785,12.016442972233689,0,0,0,0.0
104,52000,27.439916572406784,17.201628157418888,0,0,0,0.0
105,52500,28.611791572406784,9.423850379641095,0,0,0,0.0
106,53000,0.48679157240678506,6.09051704630777,0,0,0,0.0
107,53500,19.236791572406784,2.7571837129744363,0,0,0,0.0
108,54000,4.236791572406785,12.75718371297443,0,0,0,0.0
109,54500,26.736791572406784,22.75718371297444,0,0,0,0.0
110,55000,25.799291572406784,4.979405935196659,0,0,0,0.0
111,55500,10.799291572406785,14.97940593519665,0,0,0,0.0
112,56000,22.049291572406784,24.97940593519666,0,0,0,0.0
113,56500,14.549291572406785,21.64607260186333,0,0,0,0.0
114,57000,23.924291572406784,26.831257787048514,0,0,0,0.0
115,57500,20.174291572406784,13.49792445371517,0,0,0,0.0
116,58000,12.674291572406785,10.164591120381836,0,0,0,0.0
117,58500,1.893041572406785,9.053480009270725,0,0,0,0.0
118,59000,24.393041572406784,19.05348000927074,0,0,0,0.0
119,59500,9.393041572406785,29.053480009270736,0,0,0,0.0
120,60000,13.143041572406785,2.386813342604066,0,0,0,0.0
121,60500,18.768041572406784,27.94236889815962,0,0,0,0.0
122,61000,11.268041572406785,24.60903556482629,0,0,0,0.0
123,61500,17.830541572406784,1.2757022314929547,0,0,0,0.0
124,62000,2.8305415724067853,11.275702231492946,0,0,0,0.0
125,62500,25.330541572406784,21.27570223149296,0,0,0,0.0
126,63000,6.580541572406785,27.77775984466168,0,0,0,0.0
127,63500,23.455541572406784,11.111093177995008,0,0,0,0.0
128,64000,8.455541572406785,21.111093177995016,0,0,0,0.0
129,64500,17.771947822406784,16.666648733550574,0,0,0,0.0
130,65000,2.7719478224067853,26.66664873355057,0,0,0,0.0
131,65500,25.271947822406784,3.3333154002172347,0,0,0,0.0
132,66000,21.521947822406784,23.333315400217238,0,0,0,0.0
133,66500,0.8969478224067851,15.555537622439463,0,0,0,0.0
134,67000,23.396947822406784,25.555537622439456,0,0,0,0.0
135,67500,4.646947822406785,22.22220428910613,0,0,0,0.0
136,68000,22.459447822406784,0.7407228076246419,0,0,0,0.0
137,68500,9.334447822406785,16.2962783631802,0,0,0,0.0
138,69000,6.053197822406785,25.18516725206909,0,0,0,0.0
139,69500,28.553197822406784,1.8518339187357529,0,0,0,0.0
140,70000,22.928197822406784,17.037019103920944,0,0,0,0.0
141,70500,18.240697822406784,10.370352437254265,0,0,0,0.0
142,71000,3.2406978224067853,20.370352437254276,0,0,0,0.0
143,71500,17.537572822406784,24.814796881698715,0,0,0,0.0
144,72000,21.287572822406784,7.53084626441476,0,0,0,0.0
145,72500,28.787572822406784,27.53084626441477,0,0,0,0.0
146,73000,3.4750728224067853,16.41973515330366,0,0,0,0.0
147,73500,7.225072822406785,23.086401819970327,0,0,0,0.0
148,74000,15.193822822406785,9.382698116266612,0,0,0,0.0
149,74500,11.443822822406785,12.716031449599944,0,0,0,0.0
150,75000,25.506322822406784,18.271587005155514,0,0,0,0.0
151,75500,6.756322822406785,14.938253671822167,0,0,0,0.0
152,76000,1.131322822406785,21.60492033848885,0,0,0,0.0
153,76500,4.881322822406785,3.4567721903406916,0,0,0,0.0
154,77000,27.381322822406784,13.456772190340685,0,0,0,0.0
155,77500,12.381322822406785,23.456772190340693,0,0,0,0.0
156,78000,28.904760322406784,5.678994412562914,0,0,0,0.0
157,78500,19.529760322406784,7.90121663478513,0,0,0,0.0
158,79000,12.029760322406785,4.567883301451802,0,0,0,0.0
159,79500,14.842260322406785,27.654303054538225,0,0,0,0.0
160,80000,16.717260322406784,4.320969721204889,0,0,0,0.0
161,80500,9.217260322406785,0.9876363878715554,0,0,0,0.0
162,81000,20.936010322406784,3.209858610093778,0,0,0,0.0
163,81500,15.311010322406785,18.76541416564934,0,0,0,0.0
164,82000,22.811010322406784,5.432080832316,0,0,0,0.0
165,82500,19.061010322406784,25.432080832316,0,0,0,0.0
166,83000,26.561010322406784,12.098747498982659,0,0,0,0.0
167,83500,11.561010322406785,22.09874749898267,0,0,0,0.0
168,84000,14.373510322406785,10.617266017501178,0,0,0,0.0
169,84500,24.920385322406784,8.395043795278957,0,0,0,0.0
170,85000,9.920385322406785,18.39504379527897,0,0,0,0.0
171,85500,13.670385322406785,25.061710461945633,0,0,0,0.0
172,86000,22.107885322406784,9.135784536019697,0,0,0,0.0
173,86500,16.482885322406784,15.802451202686376,0,0,0,0.0
174,87000,20.232885322406784,22.469117869353042,0,0,0,0.0
175,87500,13.201635322406785,17.736607581287196,0,0,0,0.0
176,88000,22.576635322406784,14.403274247953854,0,0,0,0.0
177,88500,10.389135322406785,16.625496470176085,0,0,0,0.0
178,89000,11.180150947406785,8.477348322027929,0,0,0,0.0
179,89500,17.273900947406784,13.662533507213114,0,0,0,0.0
180,90000,14.461400947406785,7.48969400104028,0,0,0,0.0
181,90500,16.336400947406784,17.489694001040284,0,0,0,0.0
