count,start_x,start_y,goal_x,goal_y
1,25.239978025540562,46.68012606177216,7.248290980353076,46.59135871373377
2,40.69773910704286,20.1972041599681,27.08836897677541,1.524370808643255
3,37.06724709185418,26.506168052757918,15.03074266828553,22.364647783272357
4,6.753166755389861,19.899421809169596,10.149946159778382,13.010395065469128
5,36.91317711956129,13.895765298542582,23.936796544098495,48.161344097356235
6,47.25286082239647,35.638389939129354,26.678934713080512,13.723658877417277
7,8.055352952454113,47.6323464113167,25.447804746751036,5.845019702884023
8,30.704502500401524,38.177412377561495,30.19134367204819,45.05738474708436
9,2.1312760885747335,26.03870874055552,22.671567337745287,3.226594193841305
10,31.577432377433414,41.89347058942807,29.209587862462264,12.901976155788283
11,41.29371976260589,25.104510245345097,25.194334010568202,37.02012604174267
12,7.432406652130585,40.278551479632945,33.63069988363998,38.68693875924372
13,9.5706008753927,39.43393129062237,42.04465563181656,42.316728842670244
14,43.08747494889379,23.26549939781551,13.604449980788576,0.5229501711941511
15,31.79239219576818,35.39959466886008,41.08269542220761,13.967643733780081
16,10.725569654156795,31.457084609951018,39.58946191476074,47.32632507455232
17,7.559775444695012,23.76958703715057,43.9770600953501,20.858599878332907
18,29.041301179416234,1.3742387838777037,33.149810800784714,45.14501039529162
19,40.654809830766084,43.5025823949692,32.50853654745111,12.190311458764304
20,37.8014684378954,10.532756345190153,40.872548136045886,3.244616452770141
21,40.58935794441015,8.224952215457291,18.551750638626324,15.673285869997244
22,34.02463616712921,8.913103705122923,13.039066249029299,20.783833556901218
23,5.377080814735173,31.15512948942276,32.190976667728044,21.27496831126843
24,42.636457407149585,31.10498681225553,39.8448811547634,16.89924984657645
25,26.798456199940624,9.780350536411019,48.94034892849854,12.075976668987085
26,12.809481239419584,37.51421556452205,34.34548283953383,6.471668280261476
27,32.73505194169773,22.483595033973916,28.895290905720206,41.259941039846595
28,35.74405846604247,18.03498995966049,22.13623494782623,18.16671876589291
29,14.081966508412814,15.545864439876341,15.512904594031006,28.392650719269113
30,47.74381900480965,38.0786280154974,38.90823786209697,37.32535242129114
31,29.407615347055525,45.07668935455176,33.94110932253749,24.657336387566026
32,3.965909775634471,24.07474227796335,14.6300407130583,37.790326658136514
33,25.915673038309723,7.46856438211985,47.414863921142064,19.827166963017564
34,6.2842988547067815,36.06898065030255,9.385061507015852,19.379748608206295
35,11.541895843136471,41.33545577992901,30.791202758943587,34.11344983213371
36,25.714822538583206,15.293117912935367,19.55049396106518,46.21386750286647
37,10.03974168746397,48.52740781005732,37.30178238560356,17.779569989977812
38,31.586505996932512,18.8165772449491,18.86229155223211,24.825967242757265
39,1.0121208335397491,24.325367112962542,47.73933837339897,14.143167643328699
40,36.808126836500776,21.840679254743,10.435034098987838,44.455810033234314
41,49.0815124909238,13.002246410002833,41.7421148589652,29.81074832541869
42,39.63746139346284,31.01606715821715,1.4898148468290389,22.03756801979188
43,18.39063442984325,23.518176924318567,6.4389520359383,11.062749065264143
44,27.698001395671,19.148678897299437,38.933794736908986,29.784006339339914
45,42.34021127155421,36.00881777968692,29.64425309665333,14.248380833514924
46,38.49847826995154,12.469949447551715,3.8742686171531204,47.286874807065885
47,26.6194463739065,38.040961512720536,26.09151184544192,30.099255507725267
48,1.8523136767159427,9.315378922522283,33.209977278433946,28.092472450028243
49,7.952736655677756,46.756726184290315,7.7471394022655105,25.144013052333193
50,7.240620958535601,35.275432497946454,13.71527033102556,6.738851771621808
51,9.579529515807392,26.44886208538107,22.26555049774244,47.01433623937376
52,46.88555872944233,39.149266465304116,33.058191345832704,41.52114188350411
53,46.13197765085407,1.282599398375912,5.973309241601249,17.802906538235394
54,4.773492835668422,29.509417447574688,12.93480985234872,13.109541947424342
55,36.45219493028662,32.01197800458333,29.87349796263747,1.8417399208539937
56,21.209781924745965,33.70151411882976,7.84466850067545,19.045378904836014
57,1.1643747050400308,4.181099525650688,10.786025073520424,20.46391119014114
58,22.862618640017065,43.45371641445916,15.689589929040583,1.226143848146893
59,40.62535156330471,3.2020009046126168,4.744383105942559,47.302391708337126
60,37.06001979611886,16.706448540383885,6.662007173010836,19.097865225885
61,16.792420118733205,42.96050733236595,20.685628641431535,4.190249474633957
62,45.54736474167054,30.624429322134226,22.99441169373084,4.681679025534643
63,31.10882813064869,30.334307965161692,1.7636964707958165,39.68143878664696
64,38.69589800595692,44.96004587296504,32.99550572474595,34.07623517853895
65,8.206545994727843,1.3447908842171654,3.402141880038986,47.36500095641863
66,31.792415194656034,46.506088169350846,13.755413055083487,27.101861857261976
67,27.47080853157853,24.590306261359476,20.96507752842186,28.34398921703505
68,47.497792363003704,22.58881918556637,41.17578059637422,2.9096583338418363
69,19.062648957367166,27.599859107098567,30.54941644143243,12.408826881676177
70,19.733247729818395,46.510956602103285,31.94555306542374,28.797114528228093
71,48.333977641936585,0.3103741850003787,18.09648175869736,3.034448111811489
72,31.512954566893125,2.452732556048879,3.5414356658124353,4.08737860849991
73,39.608731915472504,13.249077155524397,14.05087137198096,40.51611707353343
74,36.697064088738514,6.380737597658586,39.65278929027887,40.84730809605186
75,8.895758464509303,30.851192132872995,9.821510416978514,12.089541809411738
76,10.625081266736396,38.270240963708595,13.790405640653404,44.83161124737741
77,25.4031129302399,15.03457589918088,8.727328643535428,23.91595839083845
78,18.608041206289258,30.662613953083312,40.96160733850907,2.704257868696457
79,40.69248197908629,39.94207081524829,45.4092652757895,32.683689722745235
80,8.053964426683185,21.798626796925095,21.697595204076453,31.114668120026415
81,18.844899900086084,33.23545160084964,10.172071782526247,17.464662961868452
82,26.781041149567518,21.10001704656374,6.189624432600502,47.43187461972748
83,34.02259883277313,40.93459390658153,39.95120546569109,48.101116129909926
84,9.853349283084475,23.52284811518248,19.075457154030456,30.21253650344599
85,12.438385256880048,5.091857213476243,23.51720547043486,31.463961737781254
86,18.985730402413104,48.489265673097556,20.06100521857059,14.845297920893652
87,40.0221972493998,23.010100011596144,46.54322881927845,47.2316924738393
88,15.955125401854868,26.68196816318699,19.823932249795284,17.350811942728075
89,47.86343932873091,8.503787644200656,30.229281226096244,2.061710190353141
90,48.722342016991774,35.718372252216305,42.671572959075405,2.597098275387192
91,33.54024508244313,21.70111687868223,20.571458992151918,34.82936044326449
92,15.281493582979824,25.298848894007644,12.952451037822707,19.326529499057646
93,26.2923117726145,7.900743250620437,13.70910974655071,20.745527486943036
94,23.327893581853502,39.31845206883823,31.656802888946427,27.697402827732045
95,42.76109038904337,9.831821660316729,5.287127690498056,19.44009807049123
96,6.907228030167298,27.378929932794357,28.2652479073258,6.614554169850364
97,35.234170424349195,27.40625347291829,20.90236239340731,45.06639082709277
98,42.078192043782266,10.9875125731841,8.345597009511021,44.97120804718494
99,7.888966712742334,37.224454634453544,15.486927579937422,17.847991708469664
100,27.290519066840197,45.48141630214867,0.2944353287604384,8.11633566814632
